"invx1  |  cell_rise  (rows=input_transition, cols=cload)  [ns]"
0.0231 ns,0.01300149,0.01392978,0.01646417,0.0231597,0.03991511,0.08310963,0.1966057
0.0531 ns,0.01728986,0.01872204,0.02216243,0.02918847,0.04568864,0.08900135,0.20266
0.1225 ns,0.02219489,0.02435967,0.02959791,0.04051338,0.06057925,0.1034438,0.2171128
0.2823 ns,0.02818658,0.031336,0.03890568,0.05516962,0.08554742,0.1384998,0.2512643
0.6507 ns,0.03605244,0.04033596,0.05085005,0.07376585,0.118332,0.1983519,0.332767
1.5000 ns,0.04637999,0.0520833,0.06631007,0.09789253,0.1603985,0.277466,0.4804065

"nor2x2  |  cell_fall  (rows=input_transition, cols=cload)  [ns]"
tin \ cload,0.0005,0.0013,0.0035,0.0094,0.0249,0.0662,0.1758
0.0100 ns,0.01219201,0.01319645,0.01584541,0.02233533,0.0375725,0.07604555,0.1768248
0.0231 ns,0.01430689,0.01526233,0.01783106,0.02436332,0.04001115,0.07889979,0.1799161
0.0531 ns,0.01890844,0.02016249,0.02327757,0.02992912,0.04563077,0.08502488,0.1864337
0.1225 ns,0.0240746,0.02611584,0.03086368,0.04100214,0.05985617,0.09939306,0.2013065
0.2823 ns,0.02920676,0.03218919,0.03936455,0.05478373,0.0836409,0.1338901,0.2359929
0.6507 ns,0.03305287,0.03737995,0.04786232,0.07041523,0.1135896,0.1902792,0.3179868
1.5000 ns,0.03250836,0.03858601,0.05350096,0.08582026,0.1481896,0.2622196,0.4570831

"nor2x2  |  rise_transition  (rows=input_transition, cols=cload)  [ns]"
tin \ cload,0.0005,0.0013,0.0035,0.0094,0.0249,0.0662,0.1758
0.0100 ns,0.009823021,0.01101903,0.01428838,0.02297151,0.04558723,0.1055683,0.2645227
0.0231 ns,0.009930645,0.01094377,0.01404267,0.0228705,0.04557939,0.1055684,0.2645236
0.0531 ns,0.01546882,0.01587947,0.01771725,0.02431598,0.04546738,0.1055739,0.2645265
0.1225 ns,0.01974035,0.02166416,0.02553315,0.03496758,0.05110621,0.1056992,0.2645425
0.2823 ns,0.03131173,0.03353454,0.03906865,0.0510392,0.0737339,0.1188121,0.2646572
0.6507 ns,0.05380595,0.0568388,0.06438563,0.08129989,0.1139474,0.1718379,0.2916611
1.5000 ns,0.1017304,0.1052553,0.1145852,0.1369104,0.1833239,0.2690818,0.4140354

"nor2x2  |  fall_transition  (rows=input_transition, cols=cload)  [ns]"
tin \ cload,0.0005,0.0013,0.0035,0.0094,0.0249,0.0662,0.1758
0.0100 ns,0.005164595,0.006106406,0.008709159,0.01570035,0.03408641,0.08308602,0.2131253
0.0231 ns,0.005203624,0.006149036,0.008718615,0.01571132,0.03409225,0.08308861,0.2131263
0.0531 ns,0.008219007,0.008986413,0.01084559,0.01650285,0.03411718,0.08309958,0.2131307
0.1225 ns,0.01372649,0.0154511,0.01847082,0.02507432,0.03852551,0.08320093,0.2131349
0.2823 ns,0.0232332,0.02553605,0.03063703,0.04109719,0.0597885,0.09550248,0.2133589
0.6507 ns,0.04253461,0.04546938,0.05268239,0.06800083,0.09692583,0.1464145,0.2409717
1.5000 ns,0.0854563,0.08898058,0.0979692,0.1184345,0.15921,0.2346063,0.3600684


"nor2x4  |  cell_rise  (rows=input_transition, cols=cload)  [ns]"
tin \ cload,0.0005,0.0013,0.0035,0.0094,0.0249,0.0662,0.1758
0.0100 ns,0.01012873,0.01067048,0.01212392,0.01578052,0.02456102,0.04653926,0.1036988
0.0231 ns,0.01273513,0.01317763,0.01444495,0.01786836,0.02660581,0.04877071,0.1061075
0.0531 ns,0.01689674,0.01766985,0.01957296,0.0239144,0.03252009,0.05455969,0.1120612
0.1225 ns,0.02176578,0.02288956,0.02581265,0.03237265,0.04536713,0.06930273,0.1265105
0.2823 ns,0.02814061,0.02974389,0.03385565,0.04338186,0.06281567,0.09870127,0.1613485
0.6507 ns,0.03765073,0.03981591,0.04541601,0.05849918,0.08586939,0.138861,0.2318601
1.5000 ns,0.05254425,0.05539814,0.06285719,0.08056289,0.1181121,0.1923875,0.3295076

"nor2x4  |  cell_fall  (rows=input_transition, cols=cload)  [ns]"
tin \ cload,0.0005,0.0013,0.0035,0.0094,0.0249,0.0662,0.1758
0.0100 ns,0.01160324,0.01210351,0.01344717,0.01685659,0.02492824,0.044383,0.0941222
0.0231 ns,0.01368734,0.01415606,0.01543476,0.01876916,0.02696683,0.04687173,0.09696452
0.0531 ns,0.01779052,0.01847674,0.02015118,0.02410698,0.0323103,0.05242449,0.1030113
0.1225 ns,0.0220533,0.0230308,0.02565402,0.03165016,0.04372349,0.06620085,0.1170378
0.2823 ns,0.02559584,0.02709845,0.03094831,0.0398336,0.05806514,0.09201873,0.1505499
0.6507 ns,0.02664631,0.0288184,0.0343956,0.04730047,0.07376342,0.1242564,0.2126857
1.5000 ns,0.02041588,0.02348875,0.0313848,0.04974938,0.08764443,0.1603128,0.2914684

"nor2x4  |  rise_transition  (rows=input_transition, cols=cload)  [ns]"
tin \ cload,0.0005,0.0013,0.0035,0.0094,0.0249,0.0662,0.1758
0.0100 ns,0.009447058,0.01004954,0.01169965,0.0160949,0.02752597,0.05773797,0.1376243
0.0231 ns,0.009605353,0.01009436,0.01150635,0.01588695,0.02746003,0.05773472,0.1376261
0.0531 ns,0.01536583,0.01544114,0.01621979,0.01895084,0.02827212,0.05770056,0.1376335
0.1225 ns,0.01895669,0.02030204,0.02221546,0.02745549,0.03800476,0.0611521,0.1376443
0.2823 ns,0.03009808,0.03135675,0.03434716,0.04146031,0.05600917,0.08373533,0.1455495
0.6507 ns,0.05169678,0.05324191,0.05724047,0.06697055,0.08778248,0.1270811,0.1960158
1.5000 ns,0.09792766,0.09965017,0.1044523,0.1166462,0.1444148,0.2012227,0.3024155

"nor2x4  |  fall_transition  (rows=input_transition, cols=cload)  [ns]"
tin \ cload,0.0005,0.0013,0.0035,0.0094,0.0249,0.0662,0.1758
0.0100 ns,0.004811349,0.005274834,0.006544774,0.00996471,0.01897665,0.04301167,0.1068097
0.0231 ns,0.004855924,0.005291391,0.006562706,0.009989195,0.01898992,0.04301601,0.1068111
0.0531 ns,0.007844599,0.008404708,0.009489089,0.01197151,0.01949987,0.04304449,0.106821
0.1225 ns,0.01352212,0.01402804,0.01594369,0.01970642,0.02776279,0.0461041,0.1068338
0.2823 ns,0.0220123,0.02325571,0.02599754,0.03237173,0.04492541,0.0672192,0.1153677
0.6507 ns,0.04031714,0.04181297,0.04572625,0.05457268,0.0728853,0.1071959,0.1653975
1.5000 ns,0.08154093,0.08329096,0.08793377,0.09935787,0.123904,0.1725336,0.2609531


"maj3x1  |  cell_rise  (rows=input_transition, cols=cload)  [ns]"
tin \ cload,0.0005,0.0013,0.0035,0.0094,0.0249,0.0662,0.1758
0.0100 ns,-7.966937,-7.965749,-7.962804,-7.956209,-7.942019,-7.907925,-7.818989
0.0231 ns,-7.978367,-7.977182,-7.974245,-7.967656,-7.953461,-7.919359,-7.830419
0.0531 ns,-8.003145,-8.001964,-7.999053,-7.992508,-7.97832,-7.944204,-7.85525
0.1225 ns,-8.059426,-8.058236,-8.055289,-8.048697,-8.034456,-8.000265,-7.911253
0.2823 ns,-8.200222,-8.198844,-8.19542,-8.188162,-8.173146,-8.138267,-8.049108
0.6507 ns,-8.546663,-8.544834,-8.540466,-8.531458,-8.514739,-8.479292,-8.389567
1.5000 ns,-9.372682,-9.370312,-9.36452,-9.352407,-9.330929,-9.292191,-9.201873

"maj3x1  |  cell_fall  (rows=input_transition, cols=cload)  [ns]"
tin \ cload,0.0005,0.0013,0.0035,0.0094,0.0249,0.0662,0.1758
0.0100 ns,8.051287,8.053232,8.058381,8.071283,8.102713,8.183255,8.395126
0.0231 ns,8.06727,8.069203,8.074323,8.087199,8.118673,8.199286,8.411185
0.0531 ns,8.104061,8.105952,8.110969,8.123719,8.155289,8.236212,8.448324
0.1225 ns,8.187489,8.189361,8.194341,8.206951,8.238523,8.319822,8.532325
0.2823 ns,8.368084,8.370039,8.375142,8.387942,8.41979,8.501327,8.71417
0.6507 ns,8.765444,8.767755,8.773373,8.786705,8.818506,8.900258,9.113698
1.5000 ns,9.652956,9.655896,9.663247,9.679301,9.712927,9.794464,10.00792

"maj3x1  |  rise_transition  (rows=input_transition, cols=cload)  [ns]"
tin \ cload,0.0005,0.0013,0.0035,0.0094,0.0249,0.0662,0.1758
0.0100 ns,0.01116032,0.01202116,0.01437103,0.02063048,0.03756227,0.08496081,0.213754
0.0231 ns,0.01120805,0.0120569,0.0144034,0.02065158,0.03756462,0.08496252,0.2137542
0.0531 ns,0.01141169,0.01218904,0.01458134,0.02078479,0.03762028,0.08497653,0.2137592
0.1225 ns,0.01262926,0.01371971,0.01583036,0.02154391,0.03792589,0.08505456,0.2137641
0.2823 ns,0.01613462,0.01659263,0.01862211,0.02407143,0.03981712,0.0860591,0.2139452
0.6507 ns,0.0217831,0.02257629,0.02467901,0.03012163,0.04388311,0.08756711,0.2151039
1.5000 ns,0.03059211,0.03192716,0.03501449,0.04163802,0.05486851,0.09337945,0.2165814

"maj3x1  |  fall_transition  (rows=input_transition, cols=cload)  [ns]"
tin \ cload,0.0005,0.0013,0.0035,0.0094,0.0249,0.0662,0.1758
0.0100 ns,0.01647211,0.01851928,0.02411303,0.03910227,0.07858096,0.1837721,0.4627878
0.0231 ns,0.01649592,0.01853934,0.02413184,0.03911242,0.07858437,0.1837732,0.4627885
0.0531 ns,0.0165777,0.01864801,0.02422055,0.03915342,0.07859504,0.1837769,0.4627916
0.1225 ns,0.01747083,0.01959816,0.02493383,0.03950686,0.07863006,0.1838071,0.4627963
0.2823 ns,0.01887124,0.02106393,0.02620545,0.04076661,0.07965402,0.1840213,0.4628025
0.6507 ns,0.02297864,0.02497312,0.02973924,0.04346776,0.08081808,0.1851922,0.4633508
1.5000 ns,0.03071013,0.03298259,0.03860726,0.05164813,0.0856767,0.1862491,0.4644611


"maj3x2  |  cell_rise  (rows=input_transition, cols=cload)  [ns]"
tin \ cload,0.0005,0.0013,0.0035,0.0094,0.0249,0.0662,0.1758
0.0100 ns,-7.968187,-7.967569,-7.965974,-7.962206,-7.954055,-7.935914,-7.890986
0.0231 ns,-7.979649,-7.979034,-7.977445,-7.973684,-7.965537,-7.947389,-7.902454
0.0531 ns,-8.004546,-8.003942,-8.002359,-7.998636,-7.990525,-7.972374,-7.92742
0.1225 ns,-8.061465,-8.06083,-8.059216,-8.055427,-8.047224,-8.029031,-7.984003
0.2823 ns,-8.20403,-8.203306,-8.201406,-8.197132,-8.188228,-8.169255,-8.123593
0.6507 ns,-8.553356,-8.552425,-8.550034,-8.544593,-8.533961,-8.513597,-8.46764
1.5000 ns,-9.384494,-9.383263,-9.380139,-9.372931,-9.358781,-9.333739,-9.285377

"maj3x2  |  cell_fall  (rows=input_transition, cols=cload)  [ns]"
tin \ cload,0.0005,0.0013,0.0035,0.0094,0.0249,0.0662,0.1758
0.0100 ns,8.049857,8.050815,8.05339,8.059975,8.076026,8.115967,8.219079
0.0231 ns,8.06583,8.066781,8.069339,8.07589,8.091927,8.131928,8.2351
0.0531 ns,8.102637,8.103561,8.106061,8.112493,8.128439,8.168617,8.272084
0.1225 ns,8.185983,8.186915,8.189415,8.19579,8.211601,8.251882,8.355759
0.2823 ns,8.366475,8.36745,8.370057,8.376583,8.392599,8.433245,8.537292
0.6507 ns,8.763953,8.765077,8.768119,8.775255,8.791776,8.832217,8.9368
1.5000 ns,9.652905,9.654383,9.658323,9.667538,9.686832,9.728639,9.832747

"maj3x2  |  rise_transition  (rows=input_transition, cols=cload)  [ns]"
tin \ cload,0.0005,0.0013,0.0035,0.0094,0.0249,0.0662,0.1758
0.0100 ns,0.01082222,0.01125941,0.0124412,0.01558025,0.0238504,0.04677318,0.1103968
0.0231 ns,0.01085732,0.01128407,0.01247164,0.01561248,0.02386554,0.04677551,0.1103984
0.0531 ns,0.01110336,0.01141614,0.01261422,0.01569551,0.0239699,0.04681309,0.1104057
0.1225 ns,0.01249447,0.01269054,0.01404306,0.01708755,0.02453533,0.04707383,0.1104555
0.2823 ns,0.01551829,0.01585481,0.01721135,0.0198497,0.02711802,0.04873581,0.1112523
0.6507 ns,0.02082115,0.0214976,0.02274404,0.02565556,0.0323485,0.05178579,0.1123774
1.5000 ns,0.02961904,0.03023372,0.03196619,0.03590795,0.04385941,0.06146553,0.1167215

"maj3x2  |  fall_transition  (rows=input_transition, cols=cload)  [ns]"
tin \ cload,0.0005,0.0013,0.0035,0.0094,0.0249,0.0662,0.1758
0.0100 ns,0.01561301,0.01661298,0.01934701,0.02664238,0.04582712,0.09707031,0.2330191
0.0231 ns,0.01562848,0.01663641,0.01935994,0.02664963,0.04582957,0.09707299,0.2330204
0.0531 ns,0.01579164,0.01669639,0.01948445,0.02674688,0.04587695,0.09707544,0.2330265
0.1225 ns,0.01671538,0.0174757,0.02032811,0.02728174,0.04607275,0.09713279,0.2330404
0.2823 ns,0.01831815,0.0191044,0.02186299,0.02877304,0.04731193,0.09787333,0.233087
0.6507 ns,0.02219724,0.02312422,0.02579964,0.03229614,0.04958163,0.09890407,0.2341965
1.5000 ns,0.02936571,0.03034909,0.03357836,0.04081811,0.05729627,0.1025931,0.2349571


"maj3x4  |  cell_rise  (rows=input_transition, cols=cload)  [ns]"
tin \ cload,0.0005,0.0013,0.0035,0.0094,0.0249,0.0662,0.1758
0.0100 ns,-7.968471,-7.968156,-7.96732,-7.965246,-7.960544,-7.950299,-7.926915
0.0231 ns,-7.979972,-7.979658,-7.978825,-7.976757,-7.972065,-7.961821,-7.938429
0.0531 ns,-8.004983,-8.004674,-8.003855,-8.0018,-7.997141,-7.986932,-7.963534
0.1225 ns,-8.062298,-8.061974,-8.061101,-8.059007,-8.054283,-8.043995,-8.020509
0.2823 ns,-8.205797,-8.205421,-8.204446,-8.202049,-8.19676,-8.185749,-8.161592
0.6507 ns,-8.557265,-8.556789,-8.555523,-8.552411,-8.54581,-8.533001,-8.507784
1.5000 ns,-9.392589,-9.391972,-9.390346,-9.386303,-9.377491,-9.360596,-9.330961

"maj3x4  |  cell_fall  (rows=input_transition, cols=cload)  [ns]"
tin \ cload,0.0005,0.0013,0.0035,0.0094,0.0249,0.0662,0.1758
0.0100 ns,8.049281,8.049761,8.051065,8.05446,8.062886,8.083636,8.135624
0.0231 ns,8.065257,8.065734,8.067027,8.0704,8.078792,8.099546,8.151604
0.0531 ns,8.102074,8.102546,8.103806,8.107104,8.115365,8.13609,8.188391
0.1225 ns,8.185456,8.185924,8.187192,8.190478,8.198671,8.219272,8.27178
0.2823 ns,8.36616,8.366637,8.367972,8.371357,8.379724,8.400523,8.453352
0.6507 ns,8.764458,8.765032,8.766603,8.77048,8.77951,8.800672,8.853308
1.5000 ns,9.655965,9.65676,9.658808,9.663921,9.675352,9.699285,9.752729

"maj3x4  |  rise_transition  (rows=input_transition, cols=cload)  [ns]"
tin \ cload,0.0005,0.0013,0.0035,0.0094,0.0249,0.0662,0.1758
0.0100 ns,0.01068701,0.01090536,0.01150511,0.01308627,0.01720512,0.02834106,0.05933262
0.0231 ns,0.01072994,0.01094701,0.01154039,0.0131272,0.01723116,0.02835138,0.0593331
0.0531 ns,0.0110159,0.01120003,0.01171041,0.01329999,0.01736274,0.02840838,0.0593601
0.1225 ns,0.01247668,0.01267039,0.01302844,0.0146847,0.01845371,0.02895553,0.05955179
0.2823 ns,0.0157767,0.01593234,0.01622734,0.01770098,0.02110943,0.03122543,0.06103119
0.6507 ns,0.02089923,0.02123417,0.02189143,0.02356313,0.02705281,0.03612144,0.0631549
1.5000 ns,0.0293693,0.02960635,0.03071946,0.03300601,0.0379071,0.04769066,0.0716717

"maj3x4  |  fall_transition  (rows=input_transition, cols=cload)  [ns]"
tin \ cload,0.0005,0.0013,0.0035,0.0094,0.0249,0.0662,0.1758
0.0100 ns,0.01520187,0.01570009,0.01705981,0.02068572,0.03018002,0.05555989,0.123052
0.0231 ns,0.0152267,0.01571047,0.01708019,0.0207066,0.03019011,0.05556367,0.1230537
0.0531 ns,0.01534363,0.01588008,0.01719091,0.02079753,0.03025383,0.0555928,0.1230648
0.1225 ns,0.01644904,0.01682323,0.01804687,0.02164007,0.03073053,0.05575797,0.1231082
0.2823 ns,0.01794159,0.01841125,0.01941338,0.02296376,0.03219364,0.05695215,0.1236328
0.6507 ns,0.0218773,0.02239852,0.023498,0.02691309,0.03542051,0.05873288,0.1245459
1.5000 ns,0.02924235,0.02990331,0.0312385,0.0354229,0.04434491,0.06579995,0.1272292


